,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback,descr_THOUGHT.text_corrected,METdescr_prepLVL1,METdescr_prepLVL1A,METdescr_prepLVL2,METdescr_prepLVL2A
1218,Jaz_MED_07,Jazz,movie,MOVIE-Jaz_MED_07,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"old 70's movie during a sad rainy night scene, probably with the main character looking down and blue.",5.0,5.0,5.0,1,2,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.,old 70s movie during a sad rainy night scene probably with the main character looking down and blue,old 70s during a sad rainy night probably with the main character looking down and blue,old 70s during a sad rainy night scene probably with the main character looking down and blue,old sad rainy night probably main character look blue,old sad rainy night scene probably main character look blue
1219,Jaz_LOW_19,Jazz,video game,VIDEOGAME-Jaz_LOW_19,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"Sounded like the start to a funky level in a video game, maybe a racing track like mario kart.",5.0,5.0,3.0,1,1,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.,sounded like the start to a funky level in a video game maybe a racing track like mario kart,the start to a funky level in a maybe a racing track mario kart,sounded like the start to a funky level in a maybe a racing track like mario kart,start funky level maybe race track mario kart,sound like start funky level maybe race track like mario kart
1220,Met_LOW_09,Metal,bar ,BAR-Met_LOW_09,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,A death metal concert at night with the punk rockers in the crowd going wild and fire effects on the stage next to the band.,5.0,5.0,3.0,1,1,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.,a death metal concert at night with the punk rockers in the crowd going wild and fire effects on the stage next to the band,a death at night with the punk rockers in the crowd going wild and fire effects on the stage next to the,a death at night with the punk rockers in the crowd going wild and fire effects on the stage next to the,death night punk rocker crowd go wild fire effect stage next,death night punk rocker crowd go wild fire effect stage next
1222,80s_LOW_06,80s,bar ,BAR-80s_LOW_06,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"I pictured Rick Astely dancing in an old style music video, next to some white brick walls.",4.0,5.0,3.0,1,4,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.,i pictured rick astely dancing in an old style music video next to some white brick walls,i rick astely dancing in an old style next to some white brick walls,i pictured rick astely dancing in an old style next to some white brick walls,rick astely dance old style next white brick wall,picture rick astely dance old style next white brick wall
1223,Ele_LOW_14,Electronic,video game,VIDEOGAME-Ele_LOW_14,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"I pictured an old platform game, where you're in the middle of a fight running from monsters.",5.0,4.0,4.0,1,1,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.,i pictured an old platform game where you are in the middle of a fight running from monsters,i an old platform where you are in the middle of a fight running from monsters,i pictured an old platform where you are in the middle of a fight running from monsters,old platform middle fight run monster,picture old platform middle fight run monster
1225,Met_LOW_14,Metal,concert ,CONCERT-Met_LOW_14,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,I pictured a symphony video game concert in a indoor venue. The music reminded me of a game like final fantasy.,5.0,5.0,4.0,1,3,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.,i pictured a symphony video game concert in a indoor venue the music reminded me of a game like final fantasy,i a symphony in a indoor venue the reminded me of a final fantasy,i pictured a symphony in a indoor venue the reminded me of a like final fantasy,symphony indoor venue final fantasy,picture symphony indoor venue remind like final fantasy
1226,Jaz_MED_02,Jazz,concert ,CONCERT-Jaz_MED_02,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,I pictured an outdoor concert in the middle of a big city during summer. I pictured people laying on blankets in grass around the stage.,5.0,5.0,3.0,1,1,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.,i pictured an outdoor concert in the middle of a big city during summer i pictured people laying on blankets in grass around the stage,i an outdoor in the middle of a big city during summer i people laying on blankets in grass around the stage,i pictured an outdoor in the middle of a big city during summer i pictured people laying on blankets in grass around the stage,outdoor middle big city summer people lay blanket grass around stage,picture outdoor middle big city summer picture people lay blanket grass around stage
1228,Ele_MED_20,Electronic,bar ,BAR-Ele_MED_20,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"The scene was a new computer operating system start up sound, with that song being the start up sound.",5.0,5.0,5.0,1,4,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.,the scene was a new computer operating system start up sound with that song being the start up sound,the was a new computer operating system start up with that being the start up,the scene was a new computer operating system start up sound with that being the start up sound,new computer operate system start start,scene new computer operate system start sound start sound
1229,Jaz_LOW_21,Jazz,bar ,BAR-Jaz_LOW_21,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,Some nerdy music dude playing this instrument in his house that looks unkempt,5.0,5.0,5.0,1,1,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.,some nerdy music dude playing this instrument in his house that looks unkempt,some nerdy dude this in his house that looks unkempt,some nerdy dude this in his house that looks unkempt,nerdy dude house look unkempt,nerdy dude house look unkempt
1231,Ele_MED_19,Electronic,concert ,CONCERT-Ele_MED_19,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,It came to mind as the song playing as the credits are playing after a movie.,5.0,5.0,5.0,1,2,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.,it came to mind as the song playing as the credits are playing after a movie,it came to mind as the as the credits are after a,it came to mind as the as the credits are after a,come mind credit,come mind credit
1232,Jaz_LOW_21,Jazz,bar ,BAR-Jaz_LOW_21,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,"smokey lounge with men in suits, thinking like a 60s scene",5.0,3.0,3.0,3,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",smokey lounge with men in suits thinking like a 60s scene,smokey lounge with men in suits a 60s,smokey lounge with men in suits thinking like a 60s scene,smokey lounge men suit,smokey lounge men suit think like scene
1233,Ele_MED_20,Electronic,bar ,BAR-Ele_MED_20,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,"feel like I am at a work conference where a company is launching a new product, not bar like at all",5.0,5.0,2.0,2,2,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",feel like i am at a work conference where a company is launching a new product not bar like at all,feel i am at a work conference where a company is launching a new product not at all,feel like i am at a work conference where a company is launching a new product not like at all,feel work conference company launch new product,feel like work conference company launch new product like
1234,Jaz_LOW_19,Jazz,video game,VIDEOGAME-Jaz_LOW_19,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,"at the beginning I thought of a spider chasing me, sounds like the type of music you would hear in an anime",4.0,4.0,2.0,3,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",at the beginning i thought of a spider chasing me sounds like the type of music you would hear in an anime,at the beginning i of a spider chasing me the type of you would hear in an anime,at the beginning i thought of a spider chasing me sounds like the type of you would hear in an anime,beginning spider chase type would hear anime,beginning thought spider chase sound like type would hear anime
1235,Ele_LOW_14,Electronic,video game,VIDEOGAME-Ele_LOW_14,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,space invaders but also people dancing,5.0,5.0,3.0,3,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",space invaders but also people dancing,space invaders but also people dancing,space invaders but also people dancing,space invader also people dance,space invader also people dance
1237,80s_LOW_02,80s,video game,VIDEOGAME-80s_LOW_02,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,imagined end credits of a game,4.0,4.0,3.0,3,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",imagined end credits of a game,end credits of a,imagined end credits of a,end credit,imagined end credit
1238,Met_LOW_09,Metal,bar ,BAR-Met_LOW_09,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,imagine a band playing and people head banging but not in a bar setting,5.0,4.0,1.0,5,5,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",imagine a band playing and people head banging but not in a bar setting,a and people head banging but not in a setting,imagine a and people head banging but not in a setting,people head bang setting,imagine people head bang setting
1239,Ele_MED_19,Electronic,concert ,CONCERT-Ele_MED_19,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,rain and a piano,5.0,5.0,2.0,5,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",rain and a piano,rain and a,rain and a,rain,rain
1241,Ele_LOW_09,Electronic,movie,MOVIE-Ele_LOW_09,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,"felt like a game song, like a battle was about to start with big space marine looking guys",4.0,3.0,2.0,5,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",felt like a game song like a battle was about to start with big space marine looking guys,felt a a battle was about to start with big space marine looking guys,felt like a like a battle was about to start with big space marine looking guys,felt battle start big space marine look guy,felt like like battle start big space marine look guy
1242,Met_MED_20,Metal,movie,MOVIE-Met_MED_20,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,someone shredding on the guitar,5.0,4.0,2.0,5,5,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",someone shredding on the guitar,someone shredding on the,someone shredding on the,someone shred,someone shred
1244,80s_LOW_06,80s,bar ,BAR-80s_LOW_06,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,70s/80s scene people dancing,5.0,4.0,3.0,4,2,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",70s 80s scene people dancing,70s 80s people dancing,70s 80s scene people dancing,people dance,scene people dance
1245,Jaz_MED_07,Jazz,movie,MOVIE-Jaz_MED_07,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,"noir style film, beautiful woman smoking a cigarette",5.0,4.0,2.0,5,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",noir style film beautiful woman smoking a cigarette,noir style beautiful woman smoking a cigarette,noir style beautiful woman smoking a cigarette,noir style beautiful woman smoke cigarette,noir style beautiful woman smoke cigarette
1246,Met_LOW_14,Metal,concert ,CONCERT-Met_LOW_14,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,someone playing a keytar and close up of a keyboard,4.0,4.0,3.0,5,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",someone playing a keytar and close up of a keyboard,someone a keytar and close up of a,someone a keytar and close up of a,someone keytar close,someone keytar close
1247,Met_MED_19,Metal,video game,VIDEOGAME-Met_MED_19,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,anime characters rising into the air about to battle,5.0,5.0,2.0,5,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!",anime characters rising into the air about to battle,anime characters rising into the air about to battle,anime characters rising into the air about to battle,anime character rise air battle,anime character rise air battle
1248,Met_MED_20,Metal,movie,MOVIE-Met_MED_20,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I imagined watching a movie in the movie theatre with my friends.,4.0,4.0,2.0,2,3,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.,i imagined watching a movie in the movie theatre with my friends,i watching a in the theatre with my friends,i imagined watching a in the theatre with my friends,watch theatre friend,imagine watch theatre friend
1250,80s_LOW_02,80s,video game,VIDEOGAME-80s_LOW_02,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I imagined being in a coffee shop listening to this piece of music.,5.0,4.0,2.0,2,4,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.,i imagined being in a coffee shop listening to this piece of music,i being in a coffee shop listening to this of,i imagined being in a coffee shop listening to this of,coffee shop listen,imagine coffee shop listen
1253,Ele_LOW_09,Electronic,movie,MOVIE-Ele_LOW_09,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295, I thought about intro music of my favourite series. The introduction music makes the experience of watching the series unforgetable.,4.0,4.0,1.0,3,5,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.,i thought about introduction music of my favourite series the introduction music makes the experience of watching the series unforgettable,i about introduction of my favourite series the introduction the experience of watching the series unforgettable,i thought about introduction of my favourite series the introduction makes the experience of watching the series unforgettable,introduction favourite series introduction experience watch series unforgettable,think introduction favourite series introduction make experience watch series unforgettable
1254,Jaz_LOW_21,Jazz,bar ,BAR-Jaz_LOW_21,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought about childhood TV shows that we used to watch,5.0,5.0,2.0,3,4,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.,i thought about childhood tv shows that we used to watch,i about childhood tv shows that we used to watch,i thought about childhood tv shows that we used to watch,childhood tv show use watch,think childhood tv show use watch
1259,Ele_MED_19,Electronic,concert ,CONCERT-Ele_MED_19,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought about organising a private concert for my husband on his birthday.,5.0,4.0,4.0,3,5,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.,i thought about organising a private concert for my husband on his birthday,i about organising a private for my husband on his birthday,i thought about organising a private for my husband on his birthday,organise private husband birthday,think organise private husband birthday
1260,Jaz_LOW_19,Jazz,video game,VIDEOGAME-Jaz_LOW_19,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought about playing video games together with my friends.,4.0,4.0,3.0,3,4,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.,i thought about playing video games together with my friends,i about together with my friends,i thought about together with my friends,together friend,think together friend
1261,80s_LOW_06,80s,bar ,BAR-80s_LOW_06,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought about partying with my friends at the end of the year.,4.0,4.0,2.0,3,5,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.,i thought about partying with my friends at the end of the year,i about partying with my friends at the end of the year,i thought about partying with my friends at the end of the year,party friend end year,think party friend end year
1262,Met_LOW_14,Metal,concert ,CONCERT-Met_LOW_14,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought of being in a concert with my friends and having a lot of fun.,4.0,4.0,2.0,2,4,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.,i thought of being in a concert with my friends and having a lot of fun,i of being in a with my friends and having a lot of fun,i thought of being in a with my friends and having a lot of fun,friend lot fun,thought friend lot fun
1263,Jaz_MED_02,Jazz,concert ,CONCERT-Jaz_MED_02,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought about a performance in Britain got talent.,4.0,4.0,4.0,2,5,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.,i thought about a performance in britain got talent,i about a performance in britain got talent,i thought about a performance in britain got talent,performance britain get talent,think performance britain get talent
1264,Met_LOW_14,Metal,concert ,CONCERT-Met_LOW_14,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"When listening to this clip I felt excitement and a bit of a mood rush, I wanted to get up and rock out to the clip.",4.0,3.0,2.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,when listening to this clip i felt excitement and a bit of a mood rush i wanted to get up and rock out to the clip,when listening to this i felt excitement and a bit of a mood rush i wanted to get up and out to the,when listening to this i felt excitement and a bit of a mood rush i wanted to get up and out to the,listen felt excitement bit mood rush want get,listen felt excitement bit mood rush want get
1265,80s_LOW_02,80s,video game,VIDEOGAME-80s_LOW_02,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,This type of music gave me the sense of adventure in a video game. I felt like i was walking along mountains or meadows ready for my next quest.,4.0,4.0,3.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,this type of music gave me the sense of adventure in a video game i felt like i was walking along mountains or meadows ready for my next quest,this type of gave me the sense of adventure in a i felt i was walking along mountains or meadows ready for my next quest,this type of gave me the sense of adventure in a i felt like i was walking along mountains or meadows ready for my next quest,type give sense adventure felt walk along mountain meadow ready next quest,type give sense adventure felt like walk along mountain meadow ready next quest
1266,80s_MED_13,80s,concert ,CONCERT-80s_MED_13,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This clip gave me a type of blues feeling, so the feeling of being in a concert years ago experiencing the older era of music.",4.0,2.0,3.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,this clip gave me a type of blues feeling so the feeling of being in a concert years ago experiencing the older era of music,this gave me a type of blues feeling so the feeling of being in a years ago experiencing the older era of,this gave me a type of blues feeling so the feeling of being in a years ago experiencing the older era of,give type blue feel feeling year ago experience old era,give type blue feel feeling year ago experience old era
1267,Met_MED_20,Metal,movie,MOVIE-Met_MED_20,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This clip gave the feeling of being in an introduction to a teen comedy movie or series, and the characters are being shown on screen.",4.0,3.0,3.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,this clip gave the feeling of being in an introduction to a teen comedy movie or series and the characters are being shown on screen,this gave the feeling of being in an introduction to a teen comedy or series and the characters are being shown on screen,this gave the feeling of being in an introduction to a teen comedy or series and the characters are being shown on screen,give feeling introduction teen comedy series character show screen,give feeling introduction teen comedy series character show screen
1268,Jaz_MED_02,Jazz,concert ,CONCERT-Jaz_MED_02,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,I imagined the thought of being in a bar whilst this relaxing music played in the background.,5.0,3.0,3.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,i imagined the thought of being in a bar whilst this relaxing music played in the background,i the of being in a whilst this relaxing played in the background,i imagined the thought of being in a whilst this relaxing played in the background,whilst relax background,imagine thought whilst relax background
1269,Jaz_LOW_19,Jazz,video game,VIDEOGAME-Jaz_LOW_19,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,This gave me the feeling of my character in a game going to a bar or restaurant or diner after a long adventure.,4.0,2.0,4.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,this gave me the feeling of my character in a game going to a bar or restaurant or diner after a long adventure,this gave me the feeling of my character in a going to a or restaurant or diner after a long adventure,this gave me the feeling of my character in a going to a or restaurant or diner after a long adventure,give feeling character go restaurant diner long adventure,give feeling character go restaurant diner long adventure
1270,Ele_MED_20,Electronic,bar ,BAR-Ele_MED_20,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,I really enjoyed this type of music. It gives me the trance like feeling of being in a city or unwinding in a futuristic bar. It is fantastic music.,5.0,2.0,2.0,1,5,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,i really enjoyed this type of music it gives me the trance like feeling of being in a city or unwinding in a futuristic bar it is fantastic music,i really enjoyed this type of it gives me the trance feeling of being in a city or unwinding in a futuristic it is fantastic,i really enjoyed this type of it gives me the trance like feeling of being in a city or unwinding in a futuristic it is fantastic,really enjoy type give trance feeling city unwinding futuristic fantastic,really enjoy type give trance like feeling city unwinding futuristic fantastic
1271,Jaz_LOW_21,Jazz,bar ,BAR-Jaz_LOW_21,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,I get the imagination of being in a packed bar whilst people chat away with a band playing this music whilst people dance and have a good time.,4.0,3.0,2.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,i get the imagination of being in a packed bar whilst people chat away with a band playing this music whilst people dance and have a good time,i get the imagination of being in a packed whilst people chat away with a this whilst people dance and have a good time,i get the imagination of being in a packed whilst people chat away with a this whilst people dance and have a good time,get imagination packed whilst people chat away whilst people dance good time,get imagination packed whilst people chat away whilst people dance good time
1272,Ele_LOW_14,Electronic,video game,VIDEOGAME-Ele_LOW_14,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"I get the feeling of being in a retro game, maybe something like Mario, or Sonic and collecting coins or battling enemies.",4.0,2.0,2.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,i get the feeling of being in a retro game maybe something like mario or sonic and collecting coins or battling enemies,i get the feeling of being in a retro maybe something mario or sonic and collecting coins or battling enemies,i get the feeling of being in a retro maybe something like mario or sonic and collecting coins or battling enemies,get feeling retro maybe something mario sonic collect coin battle enemy,get feeling retro maybe something like mario sonic collect coin battle enemy
1273,80s_MED_08,80s,movie,MOVIE-80s_MED_08,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This gave the imagination of reaching the end of a family movie, an old one, and reaching the credits where this music is playing as we see the credits roll up.",4.0,2.0,3.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,this gave the imagination of reaching the end of a family movie an old one and reaching the credits where this music is playing as we see the credits roll up,this gave the imagination of reaching the end of a family an old one and reaching the credits where this is as we see the credits roll up,this gave the imagination of reaching the end of a family an old one and reaching the credits where this is as we see the credits roll up,give imagination reach end family old one reach credit see credit roll,give imagination reach end family old one reach credit see credit roll
1274,Ele_MED_19,Electronic,concert ,CONCERT-Ele_MED_19,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This type of music gave me the feeling of it being part of a music video. The main character or actor is driving down the road, ready to break out into vocals that may signal a sad song.",4.0,2.0,2.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,this type of music gave me the feeling of it being part of a music video the main character or actor is driving down the road ready to break out into vocals that may signal a sad song,this type of gave me the feeling of it being part of a the main character or actor is driving down the road ready to break out into vocals that may signal a sad,this type of gave me the feeling of it being part of a the main character or actor is driving down the road ready to break out into vocals that may signal a sad,type give feeling part main character actor drive road ready break vocal may signal sad,type give feeling part main character actor drive road ready break vocal may signal sad
