,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback
1216,80s_LOW_02,80s,video game,VIDEOGAME-80s_LOW_02,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"A bar in an rpg came to mind, in a small quiet town where you start your journey, and you know everyone at the bar.",4.0,5.0,4.0,1,3,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1217,80s_MED_08,80s,movie,MOVIE-80s_MED_08,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"I pictured it as the intro to a movie about a family, and the song was basically like the family intro showing each person in it and their name cards sitcom style.",5.0,5.0,4.0,1,1,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1218,Jaz_MED_07,Jazz,movie,MOVIE-Jaz_MED_07,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"old 70's movie during a sad rainy night scene, probably with the main character looking down and blue.",5.0,5.0,5.0,1,2,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1219,Jaz_LOW_19,Jazz,video game,VIDEOGAME-Jaz_LOW_19,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"Sounded like the start to a funky level in a video game, maybe a racing track like mario kart.",5.0,5.0,3.0,1,1,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1220,Met_LOW_09,Metal,bar ,BAR-Met_LOW_09,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,A death metal concert at night with the punk rockers in the crowd going wild and fire effects on the stage next to the band.,5.0,5.0,3.0,1,1,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1222,80s_LOW_06,80s,bar ,BAR-80s_LOW_06,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"I pictured Rick Astely dancing in an old style music video, next to some white brick walls.",4.0,5.0,3.0,1,4,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1223,Ele_LOW_14,Electronic,video game,VIDEOGAME-Ele_LOW_14,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"I pictured an old platform game, where you're in the middle of a fight running from monsters.",5.0,4.0,4.0,1,1,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1225,Met_LOW_14,Metal,concert ,CONCERT-Met_LOW_14,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,I pictured a symphony video game concert in a indoor venue. The music reminded me of a game like final fantasy.,5.0,5.0,4.0,1,3,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1226,Jaz_MED_02,Jazz,concert ,CONCERT-Jaz_MED_02,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,I pictured an outdoor concert in the middle of a big city during summer. I pictured people laying on blankets in grass around the stage.,5.0,5.0,3.0,1,1,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1228,Ele_MED_20,Electronic,bar ,BAR-Ele_MED_20,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,"The scene was a new computer operating system start up sound, with that song being the start up sound.",5.0,5.0,5.0,1,4,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1229,Jaz_LOW_21,Jazz,bar ,BAR-Jaz_LOW_21,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,Some nerdy music dude playing this instrument in his house that looks unkempt,5.0,5.0,5.0,1,1,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1231,Ele_MED_19,Electronic,concert ,CONCERT-Ele_MED_19,clip_context_g2,629e4d79be0e1ecd4ce30ab4,clip_context_g2_PROLIFIC_PID_963057.csv,2025-07-01_03h36.07.457,It came to mind as the song playing as the credits are playing after a movie.,5.0,5.0,5.0,1,2,True,27,Female,United States,United States,English,False,,False,,3,5,No issues or anything.
1232,Jaz_LOW_21,Jazz,bar ,BAR-Jaz_LOW_21,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,"smokey lounge with men in suits, thinking like a 60s scene",5.0,3.0,3.0,3,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1233,Ele_MED_20,Electronic,bar ,BAR-Ele_MED_20,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,"feel like I am at a work conference where a company is launching a new product, not bar like at all",5.0,5.0,2.0,2,2,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1234,Jaz_LOW_19,Jazz,video game,VIDEOGAME-Jaz_LOW_19,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,"at the beginning I thought of a spider chasing me, sounds like the type of music you would hear in an anime",4.0,4.0,2.0,3,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1235,Ele_LOW_14,Electronic,video game,VIDEOGAME-Ele_LOW_14,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,space invaders but also people dancing,5.0,5.0,3.0,3,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1237,80s_LOW_02,80s,video game,VIDEOGAME-80s_LOW_02,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,imagined end credits of a game,4.0,4.0,3.0,3,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1238,Met_LOW_09,Metal,bar ,BAR-Met_LOW_09,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,imagine a band playing and people head banging but not in a bar setting,5.0,4.0,1.0,5,5,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1239,Ele_MED_19,Electronic,concert ,CONCERT-Ele_MED_19,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,rain and a piano,5.0,5.0,2.0,5,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1241,Ele_LOW_09,Electronic,movie,MOVIE-Ele_LOW_09,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,"felt like a game song, like a battle was about to start with big space marine looking guys",4.0,3.0,2.0,5,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1242,Met_MED_20,Metal,movie,MOVIE-Met_MED_20,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,someone shredding on the guitar,5.0,4.0,2.0,5,5,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1244,80s_LOW_06,80s,bar ,BAR-80s_LOW_06,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,70s/80s scene people dancing,5.0,4.0,3.0,4,2,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1245,Jaz_MED_07,Jazz,movie,MOVIE-Jaz_MED_07,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,"noir style film, beautiful woman smoking a cigarette",5.0,4.0,2.0,5,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1246,Met_LOW_14,Metal,concert ,CONCERT-Met_LOW_14,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,someone playing a keytar and close up of a keyboard,4.0,4.0,3.0,5,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1247,Met_MED_19,Metal,video game,VIDEOGAME-Met_MED_19,clip_context_g2,5e88b53ac0a35153e7a35055,clip_context_g2_PROLIFIC_PID5e88b53ac0a35153e7a35055STUDY_ID6855795ca92afa9c1c72822aSESSION_ID6863b3dfba5768d610366b5c_477790.csv,2025-07-01_11h11.55.363,anime characters rising into the air about to battle,5.0,5.0,2.0,5,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,7,2,"Very interesting, I had fun. Thank you!"
1248,Met_MED_20,Metal,movie,MOVIE-Met_MED_20,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I imagined watching a movie in the movie theatre with my friends.,4.0,4.0,2.0,2,3,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.
1250,80s_LOW_02,80s,video game,VIDEOGAME-80s_LOW_02,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I imagined being in a coffee shop listening to this piece of music.,5.0,4.0,2.0,2,4,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.
1253,Ele_LOW_09,Electronic,movie,MOVIE-Ele_LOW_09,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295, I thought about intro music of my favourite series. The introduction music makes the experience of watching the series unforgetable.,4.0,4.0,1.0,3,5,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.
1254,Jaz_LOW_21,Jazz,bar ,BAR-Jaz_LOW_21,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought about childhood TV shows that we used to watch,5.0,5.0,2.0,3,4,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.
1259,Ele_MED_19,Electronic,concert ,CONCERT-Ele_MED_19,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought about organising a private concert for my husband on his birthday.,5.0,4.0,4.0,3,5,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.
1260,Jaz_LOW_19,Jazz,video game,VIDEOGAME-Jaz_LOW_19,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought about playing video games together with my friends.,4.0,4.0,3.0,3,4,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.
1261,80s_LOW_06,80s,bar ,BAR-80s_LOW_06,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought about partying with my friends at the end of the year.,4.0,4.0,2.0,3,5,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.
1262,Met_LOW_14,Metal,concert ,CONCERT-Met_LOW_14,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought of being in a concert with my friends and having a lot of fun.,4.0,4.0,2.0,2,4,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.
1263,Jaz_MED_02,Jazz,concert ,CONCERT-Jaz_MED_02,clip_context_g2,670e851632b444a56d13cfb8,clip_context_g2_PROLIFIC_PID670e851632b444a56d13cfb8_764285.csv,2025-07-01_11h10.06.295,I thought about a performance in Britain got talent.,4.0,4.0,4.0,2,5,True,28,Female,United Kingdom,United Kingdom,English,False,,False,,5,2,I love listening to music especially after work.
1264,Met_LOW_14,Metal,concert ,CONCERT-Met_LOW_14,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"When listening to this clip I felt excitement and a bit of a mood rush, I wanted to get up and rock out to the clip.",4.0,3.0,2.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1265,80s_LOW_02,80s,video game,VIDEOGAME-80s_LOW_02,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,This type of music gave me the sense of adventure in a video game. I felt like i was walking along mountains or meadows ready for my next quest.,4.0,4.0,3.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1266,80s_MED_13,80s,concert ,CONCERT-80s_MED_13,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This clip gave me a type of blues feeling, so the feeling of being in a concert years ago experiencing the older era of music.",4.0,2.0,3.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1267,Met_MED_20,Metal,movie,MOVIE-Met_MED_20,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This clip gave the feeling of being in an introduction to a teen comedy movie or series, and the characters are being shown on screen.",4.0,3.0,3.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1268,Jaz_MED_02,Jazz,concert ,CONCERT-Jaz_MED_02,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,I imagined the thought of being in a bar whilst this relaxing music played in the background.,5.0,3.0,3.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1269,Jaz_LOW_19,Jazz,video game,VIDEOGAME-Jaz_LOW_19,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,This gave me the feeling of my character in a game going to a bar or restaurant or diner after a long adventure.,4.0,2.0,4.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1270,Ele_MED_20,Electronic,bar ,BAR-Ele_MED_20,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,I really enjoyed this type of music. It gives me the trance like feeling of being in a city or unwinding in a futuristic bar. It is fantastic music.,5.0,2.0,2.0,1,5,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1271,Jaz_LOW_21,Jazz,bar ,BAR-Jaz_LOW_21,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,I get the imagination of being in a packed bar whilst people chat away with a band playing this music whilst people dance and have a good time.,4.0,3.0,2.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1272,Ele_LOW_14,Electronic,video game,VIDEOGAME-Ele_LOW_14,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"I get the feeling of being in a retro game, maybe something like Mario, or Sonic and collecting coins or battling enemies.",4.0,2.0,2.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1273,80s_MED_08,80s,movie,MOVIE-80s_MED_08,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This gave the imagination of reaching the end of a family movie, an old one, and reaching the credits where this music is playing as we see the credits roll up.",4.0,2.0,3.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1274,Ele_MED_19,Electronic,concert ,CONCERT-Ele_MED_19,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This type of music gave me the feeling of it being part of a music video. The main character or actor is driving down the road, ready to break out into vocals that may signal a sad song.",4.0,2.0,2.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1275,80s_LOW_06,80s,bar ,BAR-80s_LOW_06,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"I imagined a dancer, or a group of dancers as an advert popped up, it gave that kind of a feeling or vibe to it.",3.0,4.0,2.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1276,Met_LOW_09,Metal,bar ,BAR-Met_LOW_09,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,This gave the thought of being at a rock concert. Everyone is nodding their heads forward to match the beats.,4.0,2.0,1.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1277,Jaz_MED_07,Jazz,movie,MOVIE-Jaz_MED_07,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This gave me the feeling of being at home, with the heating on, getting ready for the holidays.",4.0,2.0,3.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1278,Met_MED_19,Metal,video game,VIDEOGAME-Met_MED_19,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This clip gave me the feeling of being in a fighting game, like Street Fighter or being in a rock music game such as Guitar Hero with the beats.",4.0,3.0,2.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1279,Ele_LOW_09,Electronic,movie,MOVIE-Ele_LOW_09,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This gave the feeling of being in an action movie like a car chase, and you're weaving through traffic as stuff is happening all around.",4.0,3.0,3.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,
1280,Jaz_MED_07,Jazz,concert ,CONCERT-Jaz_MED_07,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I imagined myself in a restaurant, maybe in the USA rather than the UK. A calm evening meal, probably at somewhere quite posh",5.0,4.0,3.0,2,4,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
1281,Ele_MED_19,Electronic,bar ,BAR-Ele_MED_19,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,This felt like I was listening to a lofi beats spotify playlist. It's quite relaxing,5.0,4.0,2.0,1,4,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
1283,Met_MED_19,Metal,concert ,CONCERT-Met_MED_19,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I imagined that I was watching a film that has a montage scene, like an action-comedy one. I couldn't actively imagine being at a concert like this",4.0,3.0,3.0,1,1,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
1285,Ele_LOW_14,Electronic,movie,MOVIE-Ele_LOW_14,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I was thinking of being at a Warehouse Project gig, with someone playing old synth-y house music. It felt fun and enjoyable",4.0,4.0,3.0,1,5,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
1286,Ele_LOW_09,Electronic,concert ,CONCERT-Ele_LOW_09,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I felt like I was at a drum and bass concert. I don't like that music (or similar, like in the clip), and have never had enough energy to enjoy such a concert, so it felt more annoying than emotionally good",5.0,4.0,3.0,1,2,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
1287,Jaz_LOW_19,Jazz,bar ,BAR-Jaz_LOW_19,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"This felt like I was in an American jazz bar. I think American because I haven't been to a British one, and I have seen plenty of American ones in TV and film. Maybe I would be drinking a cocktail",4.0,4.0,4.0,1,3,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
1290,Met_LOW_09,Metal,movie,MOVIE-Met_LOW_09,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I thought about being at Corp nightclub in Sheffield on a Saturday night, aka my worst nightmare. Grimy and music that I absolutely hate",5.0,4.0,2.0,1,1,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
1292,Met_LOW_14,Metal,video game,VIDEOGAME-Met_LOW_14,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I was thinking of a scene from Pokemon, maybe in a battle. Maybe from an episode I would've watched 15-20 years ago",4.0,4.0,2.0,1,4,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
1293,Jaz_MED_02,Jazz,movie,MOVIE-Jaz_MED_02,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,I was thinking of a scene in a Christmas film where two people are in  a posh restaurant,4.0,4.0,3.0,1,3,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
1296,Met_MED_20,Metal,bar ,BAR-Met_MED_20,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,I thought of movies where they're at a concert like School of Rock or something similar and they're in a mosh pit,4.0,3.0,1.0,1,4,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,
1297,80s_LOW_02,80s,movie,MOVIE-80s_LOW_02,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,"Sounds like a movie scene set in a big city, where the main character is depressed or wandering the streets at night.",4.0,4.0,4.0,1,4,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,
1300,Met_MED_19,Metal,concert ,CONCERT-Met_MED_19,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,a heavy metal gig or festival,5.0,5.0,3.0,1,2,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,
1301,Met_LOW_09,Metal,movie,MOVIE-Met_LOW_09,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,i thought of a superhero movie but then when the vocals came in my mind went blank,4.0,3.0,5.0,1,1,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,
1303,Jaz_LOW_19,Jazz,bar ,BAR-Jaz_LOW_19,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,at first it sounded like something out of a mario bros game and then when the main section came in it was like sitting in a jazz bar,4.0,4.0,3.0,3,5,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,
1305,Jaz_LOW_21,Jazz,video game,VIDEOGAME-Jaz_LOW_21,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,"in a jazz bar again, or maybe just a cocktail bar sipping cocktails and having a relaxing time",4.0,4.0,2.0,1,4,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,
1308,Ele_MED_19,Electronic,bar ,BAR-Ele_MED_19,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,a rainy day and a forest,3.0,5.0,4.0,1,3,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,
